"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P1607S1";"P1607S2";"P1607S3";"P1607S6";"P1607S4";"P1607S5";"P1283S1";"P1283S2";"P1283S3";"P1283S4";"P1283S5";"P1283S6";"P597";"P1197S1";"P1197S2";"P1197S3";"P1197S4";"P1197S5";"P1197S7";"P1197S6";"P1197S8";"P1196S1";"P1196S2";"P1196S3";"P1196S4";"P1196S5";"P1196S6";"P1196S8";"P1196S7";"P1196S9";"P598";"P599S3";"P599S4";"P599S5";"P1194S1";"P1194S2";"P1194S5";"P1194S3";"P1194S4";"P1194S6";"P1194S7";"P1193";"P1192";"P1955";"P529";"P1191";"P1187";"P600";"P1107";"P1608";"P1609";"P1106"
515124;237;1;1;1;547.54343816138;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
515143;237;3;1;3;778.411831752713;1;;;;;;;1;;;;;8;;1;;;;;;;;;;1;;;;;;1;2;2;2;1;;;;;;;4;1;"2";2;;2;;;;;7
515152;237;1;1;1;771.151624243653;;;;;;2;1;;;;;;6;1;;;;;;;;;;;1;1;;;;;9;2;1;2;;1;;;;;;5;4;"2";2;;1;1;3;1;;
515170;237;1;1;1;68.247255765681;;1;;;;;;;;1;;;3;;;1;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"2";1;2;2;;;;;6
515172;237;1;1;1;63.4401257986223;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;4;1;"1";2;;2;;;;;3
515175;237;1;1;1;69.2039040922306;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;7;1;"2";2;;2;;;;;3
515176;237;2;1;2;72.9476556906414;;1;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;1;2;1;;;;;;;8;2;"2";2;;2;;;;;4
515176;237;3;1;3;72.9476556906414;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;3
515194;237;2;1;2;67.4146313457026;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
515204;237;3;1;3;58.1646804420766;1;;;;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;2;2;;;;;;;9;;5;"1";2;;2;;;;;6
515207;237;1;1;1;75.3531560675382;1;;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
515208;237;1;1;1;74.6944203850602;;;;1;;;1;;;;;;6;;;1;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;8;4;"2";2;;1;1;3;2;3;
515235;237;1;1;1;75.3531560675382;1;;;;;;1;;;;;;4;;;;;1;;;;;;;;;;;2;;;1;1;2;1;;;;;;;9;4;"2";2;;1;2;3;1;;
515306;237;3;1;3;2085.49012363849;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;1;"1";2;;2;;;;;6
515317;237;1;1;1;1898.14026628098;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;4;"1";2;;2;;;;;6
515319;237;1;1;1;2669.03143334631;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
515402;237;1;1;1;277.467960331858;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;2;"1";2;;2;;;;;8
515403;237;1;1;1;247.318986928329;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;1;;;;;;6;4;"1";2;;2;;;;;6
515411;237;2;1;2;256.509088000813;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;1;4;"1";2;;2;;;;;6
515412;237;1;1;1;239.85995076707;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;1;"1";2;;2;;;;;3
515420;237;1;1;1;234.748971450456;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;9;1;"1";2;;2;;;;;6
515429;237;3;1;3;1258.05523689808;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;1;"1";2;;2;;;;;6
515445;237;1;1;1;93.5499212188046;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;1;1;2;;1;;;;;;6;1;"2";2;;2;;;;;10
515487;237;3;1;3;63.0848534761595;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;5;1;"1";2;;2;;;;;6
515487;237;4;1;4;63.0848534761595;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;1;"1";2;;2;;;;;6
515554;237;1;1;1;285.236058606968;1;1;;;;;1;;;;;;2;1;;;;;;;;1;1;;;;;;;;1;1;2;2;1;;;;;;;8;2;"2";2;;2;;;;;5
515554;237;2;1;2;285.236058606968;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
515568;237;2;1;2;250.981397369468;;;;1;;;1;;;;;;8;;1;;;;;;;;;;;;;;2;;;1;2;2;;;;1;;;;;4;"2";2;;2;;;;;4
515584;237;1;1;1;239.787623644283;1;;;;;;1;;;;;;6;;;;1;;;;;;;;;;1;;;;1;2;2;2;1;;;;;;;8;4;"2";2;;2;;;;;3
515586;237;1;1;1;317.730044765933;;;1;;;;;1;;;;;2;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;8;4;"2";2;;1;3;3;1;;
515597;237;1;1;1;224.302079223807;1;;;;;;1;;;;;;4;1;;;;;;;;1;;;;;;;;;9;1;1;1;1;1;;;;;;8;1;"2";2;;1;3;3;2;2;
515651;237;1;1;1;44.8776087225964;;;;;;2;1;;;;;;6;;1;;;;;;;1;;;;;;;;;2;2;1;2;1;;;;;;;5;1;"2";2;;1;2;4;1;;
515676;237;1;1;1;45.3531260323132;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
515694;237;1;1;1;81.1976883202454;1;;;;;;1;;;;;;4;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;2;"1";2;;2;;;;;6
515701;237;1;1;1;83.6987927330367;1;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;9;3;"2";2;;2;;;;;10
515717;237;1;1;1;42.3661554936732;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;1;2;2;1;;;;;;;10;4;"1";2;;2;;;;;6
515726;237;1;1;1;37.7489620798786;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;1;2;2;;;;;;;9;;2;"2";2;;2;;;;;1
515741;237;2;1;2;43.1750058367947;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;3
515783;237;2;1;2;59.3281077083667;;;;;;2;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;2;4;"1";2;;2;;;;;1
515822;237;2;1;2;60.6819592944051;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;4;4;"1";2;;2;;;;;2
515840;237;2;1;2;67.1210972789062;;;;1;;;;1;;;1;;8;;;;1;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"2";2;;2;;;;;6
515854;237;3;1;3;60.8888094782083;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;;;;;;;9;;5;"2";2;;2;;;;;8
515880;237;3;1;3;60.1873491082228;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;2;"1";2;;1;1;4;1;;
515912;237;1;1;1;69.8965146482215;1;;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"2";2;;2;;;;;3
515961;237;1;1;1;60.9960879877301;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;1
515991;237;1;1;1;57.8190589024933;;;;;;2;;;;1;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;;;;;;;9;;2;"2";2;;2;;;;;6
516006;237;1;1;1;63.4881921311593;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;2;2;1;;;;;;;8;4;"1";2;;2;;;;;6
516022;237;1;1;1;58.4416337856869;;;;;;2;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
516104;237;1;1;1;290.293451665436;;;;;1;;1;;;1;;;2;;;;;;;1;;;;1;;;;;;;1;2;2;2;;;;1;;1;;;5;"1";2;;2;;;;;3
516135;237;1;1;1;342.214275293394;1;;;;;;;;;1;;;3;;;;1;;;;;;;;;;;;;3;;2;1;2;1;;;;;;;9;5;"2";2;;2;;;;;6
516165;237;1;1;1;343.254267221977;1;;;;;;;;;1;;;3;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;4;2;"2";1;4;2;;;;;2
516222;237;1;1;1;343.453185470526;;;;;;2;;;;1;;;2;;;;1;;;;;;;1;1;;;;;;8;2;1;2;1;;;;;;;5;4;"2";2;;2;;;;;3
516263;237;1;1;1;175.826000675349;;1;;;;;;;;1;;;2;;1;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"2";2;;1;1;3;1;;
516348;237;3;1;3;41.9730927455597;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;8;4;"2";2;;1;3;4;1;;
516899;237;2;1;2;1941.27207455493;1;;;;;;1;;;;1;;4;1;;;;;;;;1;1;1;1;1;1;1;;;1;1;1;2;1;;;;;;;10;1;"2";2;;1;3;1;2;1;
516903;237;1;1;1;2012.74852052889;;1;;;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;1;2;1;2;1;;;;;;;6;2;"2";1;7;1;3;1;1;;
517056;237;4;1;4;947.475446132122;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;1;2;1;;;;;;;9;4;"1";2;;2;;;;;6
517151;237;1;1;1;61.7844081339161;1;;;;;;1;;;1;;;4;;1;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;8;2;"2";2;;1;3;4;1;;
517151;237;2;1;2;61.7844081339161;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"1";2;;2;;;;;6
517171;237;3;1;3;59.9545186482756;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;10;1;"1";2;;2;;;;;3
517179;237;1;1;1;70.5460261004796;;;;;;2;1;;;;;;6;1;1;;;;;;;;;1;;;;;;;9;2;2;2;1;;;;;;;8;1;"2";1;3;1;3;2;1;;
517231;237;1;1;1;74.1657537923191;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;2;"2";2;;2;;;;;3
517233;237;1;1;1;59.3520827172958;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
517284;237;1;1;1;2246.14177042179;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;8
517284;237;2;1;2;2246.14177042179;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;8
517286;237;1;1;1;1575.74269211919;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
517288;237;1;1;1;1332.75934355183;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
517288;237;2;1;2;1332.75934355183;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;2;4;"1";1;7;2;;;;;6
517289;237;2;1;2;1699.17733043592;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;8
517289;237;4;1;4;1699.17733043592;;;;1;;;1;;;;;;4;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;9;4;"2";2;;1;1;3;1;;
517307;237;5;1;5;1194.80943992081;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;6
517310;237;1;1;1;1309.99818871202;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;8
517346;237;2;1;2;97.624945711812;1;;;;;;1;;;;;;3;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;8;1;"2";2;;1;3;3;1;;
517378;237;3;1;3;103.776493128821;;;;1;;;1;;;;;;6;;;;;1;;;;;;;;;;;;3;;2;2;2;;1;;;;;;3;4;"2";1;3;1;3;4;1;;
517386;237;1;1;1;45.3747963612047;;;;1;;;1;;;;;;4;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;6;5;"1";2;;2;;;;;3
517405;237;1;1;1;74.4342490717461;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;1;;;;4;4;"1";1;2;1;2;4;1;;
517436;237;2;1;2;381.91431979565;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;6;1;"1";2;;2;;;;;3
517453;237;2;1;2;365.931477958605;;;1;;;;1;;;;;;2;;;;;;;;2;1;1;;;;;;;;2;2;1;2;;1;;;;;;9;1;"1";2;;2;;;;;6
517463;237;2;1;2;107.838217472024;1;;;;;;1;;;;;;1;;;;;;;;2;;;;;;;;2;;;1;2;2;;1;;;;;;4;4;"2";1;7;1;1;1;2;2;
517485;237;1;1;1;108.63918132189;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;1;2;;1;;;;;;4;4;"1";2;;2;;;;;1
517507;237;1;1;1;85.2526820673207;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;2;1;"1";2;;2;;;;;6
517507;237;2;1;2;85.2526820673207;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;1;"1";2;;2;;;;;6
517525;237;1;1;1;88.0228058141893;;;;1;;;;;;1;;;8;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;8;4;"2";2;;1;1;3;1;;
517608;237;1;1;1;501.962794738937;;;;1;;;1;;;;;;8;1;;;;;;;;;1;;;;;;;;1;2;1;2;1;;;;;;;9;5;"2";2;;2;;;;;4
517645;237;4;1;4;323.917020860789;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;1;3;1;1;;
517650;237;1;1;1;248.773699446682;;;;;;2;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;2;2;2;;;;;;;9;;4;"2";2;;2;;;;;4
517666;237;1;1;1;320.827556600667;1;;;;;;1;;;;;;2;;;;1;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"2";1;7;2;;;;;6
517671;237;1;1;1;270.675976898325;;;;;;2;1;;;;;;8;;;;;1;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;2;"1";2;;2;;;;;1
517676;237;6;1;6;358.974586802032;;;;1;;;1;;;;;;8;;1;;;;;;;;;1;;;;;;;9;1;2;2;1;;;;;;;7;4;"2";2;;2;;;;;1
517695;237;1;1;1;198.406443204062;1;;;;;;;;;1;;;8;;;1;;;;;;;;1;;;;;;;9;2;1;2;1;;;;;;;9;6;"2";2;;2;;;;;2
517704;237;2;1;2;327.828612402481;;;;;1;;1;;;;;;8;;;1;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;6
517714;237;2;1;2;224.302079223807;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;1;;;;;;5;3;"2";2;;2;;;;;6
517757;237;1;1;1;44.9944337716574;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;4
517764;237;1;1;1;44.1549527474913;1;;;;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"2";2;;2;;;;;6
517770;237;1;1;1;35.1774065299575;;;;;;2;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;3
517789;237;1;1;1;37.0282262633777;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;2;2;"1";2;;1;1;4;2;3;
517850;237;2;1;2;1714.82933640621;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;6;4;"1";2;;2;;;;;8
517858;237;1;1;1;1282.22390181075;1;;;;;;1;;;;;;4;1;;;;;;;;1;;;;;;;;;1;2;2;2;;;;;1;;;;5;"2";2;;2;;;;;8
517867;237;1;1;1;1538.37884467824;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;2;1;2;2;1;;;;;;;7;4;"2";2;;2;;;;;8
517872;237;2;1;2;1602.71214151134;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;10
517936;237;1;1;1;673.993515540512;1;;;;;;;;;1;;;5;;;;1;1;;;;1;;;1;1;1;;;;1;2;2;2;1;;;;;;;2;1;"2";2;;2;;;;;2
517941;237;2;1;2;629.780758241428;;;;;;2;;;;1;;;3;;;;;1;;;;1;1;1;;;1;1;;;1;2;1;2;1;;;;;;;7;4;"2";2;;2;;;;;3
517985;237;4;1;4;69.3008700128815;;;;1;;;;;;;1;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
518010;237;1;1;1;65.1680988817992;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;6
518014;237;1;1;1;61.2599253112343;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;6;"2";2;;2;;;;;1
518026;237;1;1;1;67.1210972789062;1;;;;;;1;;;;;;4;1;;;1;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;3;"2";2;;2;;;;;4
518061;237;2;1;2;58.98565189966;1;;;;;;1;;;;;;6;;1;;;;;;;;;;;;;;;3;;2;2;2;;1;;;;;;9;1;"1";2;;2;;;;;3
518068;237;2;1;2;67.1210972789062;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;10;4;"2";2;;2;;;;;6
518210;237;1;1;1;78.3096866450953;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
518214;237;1;1;1;68.0068760418858;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
518228;237;1;1;1;74.6292673498066;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;2;"1";2;;2;;;;;6
518271;237;1;1;1;63.0095404302173;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
518284;237;2;1;2;72.1181715048041;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;2;2;"1";1;7;1;1;1;2;1;
518290;237;1;1;1;56.8688991610996;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;1
518317;237;1;1;1;1633.16098014061;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;3
518321;237;1;1;1;2288.02465448183;;1;;;;;1;;;;;;5;1;;;;;;;;1;;;;;;;;;1;2;2;2;;1;;;;;;5;2;"2";2;;2;;;;;7
518332;237;1;1;1;57.9148822495254;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;10;2;"1";2;;2;;;;;7
518390;237;1;1;1;62.0339859547763;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;10;6;"1";2;;2;;;;;1
518425;237;3;1;3;53.0759354184992;;;;1;;;1;;;;;;2;;;;;;;;2;;1;;;;;;;;8;2;2;2;;;;;;;9;;6;"2";2;;2;;;;;3
518470;237;1;1;1;261.793743975534;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";1;7;2;;;;;2
518510;237;1;1;1;284.056281405127;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;3
518513;237;2;1;2;351.258396198277;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
518543;237;1;1;1;303.391528656733;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;6
518592;237;2;1;2;351.258396198277;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
518746;237;2;1;2;45.5866552943701;;;;1;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;6;2;"1";2;;2;;;;;3
518805;237;3;1;3;2276.92889798343;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"2";2;;1;1;2;1;;
518829;237;2;1;2;136.735880028691;;;;;;2;1;1;;;;;8;;;;;;1;;;;;;;;;;;3;;2;2;2;1;;;;;;;10;4;"2";2;;1;1;5;1;;
518877;237;1;1;1;81.9763935608329;1;;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;1;2;2;1;;;;;;;6;4;"1";2;;1;3;3;1;;
518960;237;2;1;2;1946.30295444198;;;;;;2;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;8;4;"2";2;;1;1;2;1;;
519042;237;1;1;1;992.619585001457;;1;;;;;1;;;;;;6;;1;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;8;4;"1";2;;1;1;3;1;;
519046;237;1;1;1;1078.23571395464;;1;;;;;1;;;;;;8;;1;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;2;4;"1";2;;2;;;;;1
519068;237;1;1;1;58.8431505886961;;1;;;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;8
519068;237;3;1;3;58.8431505886961;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
519072;237;3;1;3;58.1646804420766;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
519091;237;1;1;1;137.373775832709;1;;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;3;4;"1";2;;2;;;;;6
519135;237;1;1;1;68.8103463632547;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
519145;237;1;1;1;72.7811237319609;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;1;"2";2;;2;;;;;6
519145;237;2;1;2;72.7811237319609;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;1;2;;1;;;;;;4;2;"2";2;;2;;;;;7
519173;237;3;1;3;152.412150523814;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;6
519183;237;2;1;2;61.974545343473;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;1;2;2;1;;;;;;;9;1;"1";2;;2;;;;;1
519199;237;1;1;1;61.5871803487771;1;;;;;;1;;;;;;6;1;;;;;;;;;1;;;;;;;;2;2;2;2;1;;;;;;;8;4;"2";2;;1;2;3;1;;
519219;237;1;1;1;59.3520827172958;;;;;;2;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;8;4;"2";2;;2;;;;;3
519242;237;1;1;1;420.498025203891;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;6
519467;237;2;1;2;250.981397369468;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;4;"1";2;;2;;;;;8
519483;237;2;1;2;1228.7062885793;;1;;;;;;;;1;;;8;1;;;;;;;;1;;;;;;;;;9;2;1;2;;;;1;;;;;4;"2";2;;2;;;;;8
519532;237;2;1;2;39.5162734134292;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;3;"1";2;;2;;;;;8
519543;237;1;1;1;43.548154243082;;;;1;;;;;;;1;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;2;"1";2;;2;;;;;2
519549;237;5;1;5;38.9500231016698;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;6;1;"2";2;;1;1;3;1;;
519564;237;1;1;1;46.7849494152571;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;2;1;2;1;;;;;;;10;4;"2";2;;1;1;3;1;;
519564;237;2;1;2;46.7849494152571;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;1;1;2;1;;;;;;;7;4;"2";2;;1;2;3;1;;
519565;237;1;1;1;40.1438525800024;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;5;4;"2";2;;2;;;;;6
519565;237;3;1;3;40.1438525800024;1;;;;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"2";2;;2;;;;;7
519575;237;2;1;2;40.2227548531212;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;5;"2";2;;2;;;;;3
519600;237;1;1;1;41.226423326696;;;;1;;;1;;;;1;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;1
519619;237;1;1;1;41.9282986396371;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
