DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P3154;P1672;P1673S1;P1673S2;P1673S3;P1673S4;P1673S5;P1673S6;P1673S7;P1673S8;P1673S9;P1673S10;P1673S11;P1673S12;P1673S13;P1673S14;P1673S15;P1673S16;P1673S17;P1673S18;P1673S19;P1673S20;P1673S21;P1673S22;P1673S23;P1673S24;P1673S25;P1673S26;P1673S27;P1673S28;P1673S29;P1673S30;P1673S31;P1673S32;P1673S33;P1673S34;P1673S35;P1674;P1675;P1676;P1676S2;P1676S3;P1677;P1678;P1679;P1680;P1681;P1682;P1683;P1684;P1685;P1686;P1687;P1688;P1689;P1690
501613;237;1;1;1;72,2217613127613;1;1004;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
501613;237;2;1;2;72,2217613127613;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501613;237;1;2;1;72,2217613127613;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;1; ; 
501613;237;2;2;2;72,2217613127613;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ;2; ; ; ; ; ; ; ;2; ;1; ;5;1
501614;237;1;1;1;65,5124196497973;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501615;237;1;1;1;75,3531560675382;1;0202;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;3; ; ;1; ; ; ; ; ; ; ;2; ;1; ;1; 
501615;237;2;1;2;75,3531560675382;1;0204;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ;1; ; ; ; ; ; ; ;2; ;1; ;1; 
501619;237;1;1;1;64,1592126843544;1;0301;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;9; ; ; ; ; ; ; ;1;1;1;1; ;5;1
501621;237;1;2;1;59,3520827172958;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; 
501625;237;1;3;1;55,7898758916383;1;1003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;1;1;1; ;5;1
501625;237;1;4;1;55,7898758916383;1;0201;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1; ; ; ;1;1;1;1; ;5;1
501625;237;2;4;2;55,7898758916383;1;0301;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1; ; ; ;1;1;1;1; ;5;1
501625;237;1;5;1;55,7898758916383;1;1003;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;10; ; ; ; ; ; ; ;1;1;1;1; ;2; 
501627;237;1;2;1;62,88376428934;1;0103;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;10; ; ; ; ; ; ; ;1;1;2;1; ;4; 
501630;237;1;1;1;813,441580482162;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501630;237;1;2;1;813,441580482162;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501631;237;1;1;1;617,284358362694;1;0201;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ;2; ;2;1;5;1
501631;237;2;1;2;617,284358362694;1;0301;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;2; ;2;1;5;1
501639;237;1;2;1;937,833352612982;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;2;1;5; ; ; ; ; ; ; ;1;2; ;1; ;5;1
501642;237;1;2;1;606,234515185669;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501646;237;1;1;1;777,060591852274;1;0302;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2;3; ; ; ; ; ; ; ;2;2; ;1; ;5;1
501646;237;1;2;1;777,060591852274;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501648;237;1;1;1;552,862277616157;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
501649;237;1;1;1;106,82901045266;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501649;237;1;2;1;106,82901045266;1;1403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;5;1; ; ; 
501649;237;1;4;1;106,82901045266;1;0103;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501650;237;1;2;1;71,4279973253233;1;0403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
501650;237;1;3;1;71,4279973253233;1;1403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; 
501651;237;1;2;1;93,3611197070076;1;0302;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1; ; ; ;1;1;3;1; ;5;1
501652;237;1;1;1;92,0464413358518;1;0302;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1; ; ; ;1;1;1;1; ;5;1
501652;237;2;1;2;92,0464413358518;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
501657;237;1;2;1;62,772377705097;1;0406;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;8;10; ; ; ; ; ; ; ;1;1;8;1; ;1; 
501659;237;1;1;1;90,1584608024759;1;1006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1; ; ; ;1;1;1;1; ;5;1
501660;237;1;2;1;100,073261774804;1;0403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501664;237;1;3;1;93,7976646891957;1;0606;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;4;1; ; ; 
501665;237;1;1;1;114,992588071644;1;1304;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501665;237;1;2;1;114,992588071644;1;0604;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1; ; ; ;1;1;1;1; ;5;1
501667;237;1;1;1;83,5410048188114;1;0606;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;1; ;5;1
501667;237;1;2;1;83,5410048188114;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;3; ; ;1; ; ; ; ; ; ; ;2; ;1; ;5;1
501669;237;1;1;1;112,086439336576;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501670;237;1;2;1;101,559108643601;1;0103;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;6;1; ; ; 
501673;237;1;1;1;52,0025046288846;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;2;1; ; 
501674;237;1;2;1;272,071987245042;1;0606;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2;1; ; 
501674;237;1;1;1;272,071987245042;1;0608;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;2;1; 
501674;237;2;1;2;272,071987245042;1;0704;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ;2; ; ; ; ; ; ;2; ;2;3;3; 
501675;237;1;1;1;357,080293202746;1;0301;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ;4; ; ; ; ; ; ;2; ;2;4;5;1
501678;237;1;1;1;270,675976898325;1;0401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;1;3;1; ; ; 
501681;237;1;1;1;211,89996624203;1;0607;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501681;237;2;1;2;211,89996624203;1;0607;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501681;237;1;2;1;211,89996624203;1;0202;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;1;6;1; ;5;1
501682;237;1;1;1;276,065345813144;1;0606;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;1;9; ; ; ; ; ; ; ;1;1;1;1; ;5;1
501685;237;1;2;1;39,5162734134292;1;0302;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2;1; ; 
501690;237;1;1;1;37,7489620798786;1;0603;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;1;5;1
501692;237;1;1;1;39,9843222562893;1;0302;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;5; ; ; ; ; ; ; ;1;2; ;1; ;5;1
501706;237;1;3;1;981,762885640035;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501711;237;1;1;1;771,599951010976;1;1006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2; ; ; ; ;2; ;2;1;1; 
501720;237;1;1;1;626,328286738519;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501722;237;1;1;1;385,814205820052;1;1403;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;2; ;2;3;5;4
501724;237;1;2;1;822,77721469378;1;0607;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ;1; ; ; 
501725;237;1;2;1;830,456596390891;1;1408;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1;1;2;4; ; 
501727;237;1;1;1;887,840085117765;1;0302;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2; ; ; ; ;2; ;2;1;5;1
501727;237;1;2;1;887,840085117765;1;1402;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;1;5;2
501727;237;2;2;2;887,840085117765;1;1405;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2;1; ; 
501733;237;1;1;1;774,922509771504;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ;2; ;2;4;5;1
501733;237;1;2;1;774,922509771504;1;0201;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1; ; ; ;2;2; ;2;1;5;1
501734;237;1;1;1;66,799822264439;1;0302;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;3; ; ;99; ; ; ; ; ; ; ;2; ;1; ;5;1
501734;237;2;1;2;66,799822264439;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1; ; ; 
501741;237;1;2;1;421,535063147124;1;0102;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ;6; ; ; ; ; ; ; ;2; ;1; ;4; 
501743;237;1;2;1;58,043701711774;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
501744;237;1;1;1;70,4638587653343;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;2;1; ; ; 
501744;237;2;1;2;70,4638587653343;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; 
501746;237;1;3;1;72,731072159886;1;0102;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;7;2;1;4; ; ; ; ; ; ; ;2;2; ;1; ;5;1
501746;237;2;3;2;72,731072159886;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2;1; ; 
501747;237;1;2;1;71,5973321398158;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;3;1; ; ; 
501748;237;1;1;1;53,5505821267521;1;1003;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;6; ; ; ; ; ; ; ;1;1;1;1; ;5;1
501749;237;1;1;1;53,0759354184992;1;0301;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;1; ;5;1
501751;237;1;1;1;58,4416337856869;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;4; ; 
501756;237;1;3;1;69,9889641174847;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501765;237;1;1;1;52,3212666992465;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; 
501769;237;1;1;1;313,503157894737;1;0302;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;1; ; 
501769;237;2;1;2;313,503157894737;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;1; ; 
501774;237;1;2;1;930,51226019584;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
501776;237;1;3;1;638,632385257516;1;1408;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2;1; ; 
501781;237;1;1;1;364,448208868834;1;0104;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;1;2;2;2;1; 
501781;237;2;1;2;364,448208868834;1;0503;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2;4; ; 
501782;237;1;2;1;709,839246202104;1;0704;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;3;5;2
501783;237;1;1;1;313,503157894737;1;1401;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;1;10; ; ; ; ; ; ; ;1;1;1;1; ;5;1
501784;237;1;1;1;712,920919553904;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2;1; ; 
501786;237;1;3;1;265,302372093672;1;0606;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ;2; ;2;1; ; 
501786;237;1;7;1;265,302372093672;1;0201;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ;1;1;1;1; ;5;1
501791;237;1;1;1;338,192206872872;1;0606;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;2;1;5;1
501791;237;1;2;1;338,192206872872;1;0606;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;2;1;5;1
501792;237;1;1;1;406,353981925937;1;0606;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;2; ;2;1; ; 
501792;237;1;2;1;406,353981925937;1;0606;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
501792;237;2;2;2;406,353981925937;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;1; ; 
501792;237;1;7;1;406,353981925937;1;0606;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ;2;1; ; 
501794;237;1;1;1;326,861088597566;1;0507;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;1;8;1; ;5;1
501794;237;2;1;2;326,861088597566;1;0606;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;1;5;1
501794;237;1;2;1;326,861088597566;1;0606;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;1;5;1
501796;237;1;1;1;306,686630289847;1;1003;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;3; ; ;6; ; ; ; ; ; ; ;2; ;1; ;5;1
501797;237;1;1;1;371,177482370243;1;1003;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; 
501797;237;1;2;1;371,177482370243;1;1003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;2;2; ;1; ;5;1
