"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P566";"P1260";"P1263";"P1219S1";"P1219S2";"P1219S3";"P1219S4";"P1219S5";"P1219S6";"P1219S7";"P524";"P1252";"P1262";"P1253";"P1256";"P1247";"P1246S1";"P1246S2";"P1246S3";"P1246S5";"P1246S6";"P1232S1";"P1232S2";"P1232S3";"P1232S4";"P1232S5";"P1232S6";"P1232S7";"P1595";"P1238";"P571";"P572";"P573";"P1111";"P1596";"P1597";"P1110";"P1233"
521901;237;2;1;2;202.399801772164;12;1;1;;1;;;1;;;5e+06;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
521903;237;1;1;1;253.153446492368;7;2;1;;1;;;;;;30000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;9;2
521909;237;2;1;2;233.072478485928;2;1;1;;;;;1;;;130000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
521912;237;3;1;3;194.413084635961;1;1;1;;1;;;;;;3e+05;3;1;4;3;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
521923;237;1;1;1;309.032629657897;12;1;1;;1;;;;;;180000;4;1;9;1;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;5;2
521937;237;3;1;3;903.015967769939;9;3;2;;;;;;;;150000;2;1;4;1;1;1;2;2;2;2;;2;;1;2;;;2;2;;;;;;;5;2
521995;237;1;1;1;44.8469780415518;11;3;2;;;;;;;;3e+05;4;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;4;2
521997;237;2;1;2;44.1711272829044;8;2;1;;1;;;;;;70000;2;1;3;1;1;2;1;2;2;2;1;2;2;2;2;2;;2;2;;;;;;;3;2
522031;237;1;1;1;42.2632968990785;11;1;1;;;;;1;;;8e+05;5;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
522073;237;3;1;3;1430.67209557458;2;2;2;;;;;;;;3500000;4;1;2;1;2;;;;;;;1;;2;2;;;2;1;1;1;1;5;2;4;;2
522097;237;3;1;3;393.197997283309;11;2;1;;1;;;;;;80000;4;1;4;5;2;;;;;;2;2;2;2;2;1;2;2;2;;;;;;;5;2
522128;237;1;1;1;1054.15328458609;2;1;2;;;;;;;;8e+07;5;2;3;5;2;;;;;;;2;;1;2;;2;1;1;1;1;1;5;1;;;2
522189;237;3;1;3;60.3606842799378;8;3;1;;;;;;;1;40000;4;1;3;4;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
522198;237;1;1;1;54.159326588188;12;1;1;;;;;1;;;80000;4;1;2;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;1
522219;237;1;1;1;79.8926144187452;12;1;1;;;;;1;;1;20000;5;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
522235;237;2;1;2;66.7586718892084;9;1;1;;;;;1;;;98;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
522238;237;2;1;2;60.0703393744186;6;1;1;;;;;1;;;1e+05;4;1;2;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
522263;237;1;1;1;66.799822264439;10;1;1;;;;;;1;1;5e+06;4;1;3;1;2;;;;;;2;2;2;1;2;2;;2;2;;;;;;;4;1
522280;237;1;1;1;59.143345518493;11;1;1;;1;;;;;;2e+06;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
522289;237;2;1;2;72.1181715048041;10;2;1;;1;;;;;;50000;4;1;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
522349;237;1;1;1;68.0068760418858;9;1;1;;1;;;;;;120000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
522355;237;1;1;1;66.0303197364972;6;1;1;;1;;;;;;3e+05;5;1;2;2;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;7;2
522397;237;1;1;1;60.9960879877301;10;1;1;;1;;;;;;2e+06;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
522414;237;1;1;1;125.960144268977;4;1;1;;1;1;;1;;;5e+05;4;1;3;1;2;;;;;;2;2;1;1;1;1;;2;2;;;;;;;5;2
522437;237;1;1;1;57.9148822495254;7;1;1;;1;;;;;;98;3;1;3;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
522462;237;2;1;2;62.9800721344883;7;1;2;;;;;;;;6.5e+07;5;1;3;3;2;;;;;;;2;;2;2;;;1;1;1;3;1;5;2;4;;2
522485;237;1;1;1;310.499797639047;10;1;1;;;;;;1;;5e+05;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
522522;237;3;1;3;434.490723559226;12;2;2;;;;;;;;6200000;4;1;1;1;2;;;;;;;2;;2;2;;;1;1;1;3;1;1;2;1;;2
522522;237;4;1;4;434.490723559226;11;2;2;;;;;;;;6e+06;4;1;4;2;2;;;;;;;2;;2;2;;;1;1;1;3;1;1;2;3;;2
522522;237;6;1;6;434.490723559226;12;2;2;;;;;;;;7800000;4;1;1;2;2;;;;;;;2;;2;2;;;1;1;1;3;1;3;2;4;;2
522703;237;1;1;1;45.6126766663766;12;3;2;;;;;;;;140000;4;1;2;2;2;;;;;;;1;;2;2;;;2;2;;;;;;;5;2
522838;237;1;1;1;354.749042489149;11;2;2;;;;;;;;5e+06;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;2;;;;;;;3;2
522881;237;1;1;1;154.399314461862;5;3;2;;;;;;;;210000;4;1;4;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;1
522923;237;2;1;2;125.595118892578;6;1;1;;1;;;;;;2e+05;4;1;4;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
523124;237;1;1;1;724.987535761007;2;3;2;;;;;;;;1e+06;2;1;3;1;1;2;1;2;2;2;;2;;2;2;;;2;2;;;;;;;3;2
523138;237;1;1;1;879.574524332882;9;3;2;;;;;;;;80000;2;1;1;1;1;2;2;2;1;2;;2;;1;2;;;1;2;;;;;;;3;2
523160;237;2;1;2;1122.43952243974;11;3;2;;;;;;;;5e+05;2;1;1;2;1;1;2;2;2;2;;2;;2;2;;;2;2;;;;;;;4;2
523161;237;1;1;1;1963.87220342161;4;1;1;;1;;;;;;8e+05;3;1;3;1;;;;;;;2;2;2;1;2;2;;2;2;;;;;;;3;2
523218;237;5;1;5;998.950386755092;11;3;2;;;;;;;;3e+05;2;1;2;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;3;2
523232;237;2;1;2;869.759949486944;11;3;2;;;;;;;;1e+05;2;1;3;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;3;2
523236;237;2;1;2;2060.43711266015;11;3;2;;;;;;;;470000;2;1;4;1;1;2;1;2;2;2;;1;;1;2;;;2;2;;;;;;;3;2
523239;237;1;1;1;2398.80499639972;9;1;1;;1;;;;;;180000;3;1;4;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
523242;237;1;1;1;976.258661923003;5;2;2;;;;;;;;5e+06;3;1;4;2;;;;;;;;2;;2;2;;;1;1;1;3;1;5;1;;;2
523245;237;2;1;2;1870.23845545169;1;3;2;;;;;;;;350000;2;1;2;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;1;2
523250;237;1;1;1;1111.46346951911;11;1;1;;;;;;;1;3e+06;5;1;1;1;2;;;;;;2;2;1;1;2;1;;2;2;;;;;;;7;2
523259;237;1;1;1;1168.98048963413;11;1;1;;;;;1;;;3e+05;3;1;3;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
523265;237;1;1;1;917.258781672308;11;1;1;;1;;;;;;1200000;5;1;3;1;1;1;2;2;2;2;1;2;1;1;2;2;;1;2;;;;;;;3;2
523288;237;2;1;2;1128.73011021814;3;1;1;;;;;1;;;150000;4;2;2;1;2;;;;;;2;2;2;2;2;2;2;2;2;;;;;;;5;2
523300;237;1;1;1;2553.54657609069;1;3;2;;;;;;;;5e+05;4;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
523305;237;1;1;1;2387.84075355131;9;2;1;;1;;;;;;20000;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
523334;237;2;1;2;67.0598534904618;9;3;2;;;;;;;;98;2;1;3;3;1;2;1;2;2;2;;2;;1;2;;;2;2;;;;;;;2;2
523335;237;1;1;1;75.9162466651119;12;1;1;;;;1;;;;8e+05;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
523369;237;2;1;2;68.2589061825459;6;1;1;;1;;;;;;80000;5;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
523423;237;1;1;1;73.5749682782042;12;1;1;;;;;1;;;30000;5;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
523482;237;2;1;2;72.7811237319609;3;1;1;;;;;1;;;98;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
523524;237;3;1;3;101.96124230818;12;2;2;;;;;;;;7e+06;4;1;3;1;2;;;;;;;2;;1;2;;;1;1;1;2;2;5;2;1;;1
523586;237;1;1;1;85.4574584710864;9;1;1;;1;;;;;;60000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
523641;237;1;1;1;76.4815352823855;11;1;1;;;;;;;1;4e+05;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
523642;237;1;1;1;93.5499212188046;1;1;1;;1;;;1;;;3e+05;4;1;4;1;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;4;2
523647;237;1;1;1;87.8098298252271;4;1;1;;1;;;;;;180000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;4;2
523654;237;1;1;1;310.355642739494;6;1;1;;;;;1;;;1e+05;4;1;2;1;2;;;;;;2;2;2;2;2;1;2;2;2;;;;;;;6;2
523725;237;1;1;1;257.182453860357;6;1;1;;1;;;;;1;2e+06;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
523730;237;3;1;3;176.50416575242;7;2;1;;;;;1;;;50000;5;1;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
523734;237;2;1;2;274.244036367942;4;1;1;;1;;;;;;2e+05;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
523770;237;1;1;1;295.282883889081;9;1;1;;;;;;;1;3e+05;5;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
523782;237;1;1;1;240.003300184561;7;1;1;;1;;;;;;150000;3;1;3;1;;;;;;;2;2;2;1;2;2;;2;2;;;;;;;6;2
523794;237;2;1;2;196.58513375886;12;1;1;;;;;1;;;1500000;5;1;4;1;2;;;;;;2;2;2;1;2;1;;1;1;1;3;1;5;2;4;;2
523795;237;1;1;1;204.60749969495;1;1;1;;;;;1;;;99;4;1;9;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;1;2
523822;237;1;1;1;41.7163967820443;5;1;1;;1;;;;;;280000;4;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
523824;237;1;1;1;42.9891285334956;9;3;2;;;;;;;;380000;2;1;3;1;2;;;;;;;1;;1;2;;;2;2;;;;;;;3;2
524052;237;2;1;2;58.4640374827117;7;3;2;;;;;;;;1e+05;4;2;2;5;2;;;;;;;2;;1;1;;;2;2;;;;;;;1;2
524063;237;1;1;1;63.4469170139796;8;1;1;;1;;;;;;75000;4;1;2;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
524105;237;2;1;2;64.8158937583839;8;1;1;;1;;;;;;1e+05;4;1;3;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
524143;237;1;1;1;79.3493267469008;12;1;1;;1;;;;;;2e+05;4;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
524233;237;1;1;1;72.7856092207922;8;2;1;;;;;1;;;1e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;1;1;1;1;2;1;;;2
524331;237;2;1;2;62.5054254262354;8;1;1;1;;;;;;;2e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
524346;237;1;1;1;61.0481928156388;10;2;1;1;;;;;;;50000;4;1;4;1;9;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
524351;237;2;1;2;59.6709492131925;8;1;1;;1;;;;;;98;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
524395;237;2;1;2;50.4693763885473;10;1;1;;;;;;1;1;3e+05;5;1;1;1;2;;;;;;2;1;2;2;2;2;;2;2;;;;;;;7;2
524651;237;1;1;1;32.6173504158692;11;3;2;;;;;;;;6e+05;2;1;3;1;2;;;;;;;2;;1;2;;;2;2;;;;;;;5;2
524996;237;12;1;12;76.1255543155534;3;2;2;;;;;;;;5e+06;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;1;1;1;1;1;5;1;;;2
525342;237;2;1;2;983.213617740569;5;1;1;1;;;;;;;4e+05;4;1;3;4;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
525367;237;2;1;2;443.035219474726;2;1;1;;;;;1;;;150000;4;1;4;1;2;;;;;;2;2;2;2;2;1;2;2;2;;;;;;;5;2
525420;237;2;1;2;4383.35241446605;12;3;2;;;;;;;;5e+05;4;1;3;3;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
525471;237;5;1;5;73.1297088529218;3;1;2;;;;;;;;98;2;1;1;1;1;1;2;2;2;2;;2;;2;2;;;1;1;2;2;2;5;1;;;1
525512;237;1;1;1;70.8309385181232;11;3;2;;;;;;;;8e+05;5;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
525525;237;2;1;2;59.9311796006368;3;3;2;;;;;;;;3e+05;4;1;3;3;9;;;;;;;2;;2;2;;;2;2;;;;;;;4;2
525539;237;1;1;1;75.9162466651119;4;2;1;;1;;;;;;30000;4;2;9;4;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
525576;237;2;1;2;62.4141774941465;7;1;1;;1;;;;;;3e+05;3;1;4;1;;;;;;;2;2;1;2;2;1;;2;2;;;;;;;5;2
525580;237;1;1;1;67.8536980367051;12;2;1;;1;;;;;;80000;5;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
525625;237;1;1;1;76.2400093295777;7;1;1;1;;;;;;;550000;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
525651;237;1;1;1;69.9210647550818;3;1;1;;1;;;;;;150000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;7;1
525691;237;1;1;1;94.4950165200154;6;1;1;1;;;;;;;1e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
525728;237;2;2;1;89.9113719963786;7;1;1;;;1;;;;;80000;4;1;3;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;4;2
525734;237;1;1;1;88.3584147227046;1;2;1;;1;;;;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
525753;237;1;1;1;81.0965240441265;8;1;1;;1;;;;;;2e+05;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
525758;237;2;1;2;74.9285780087114;8;2;1;1;;;;;;;10000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
525789;237;1;1;1;122.927477575109;3;1;1;;;;;;1;1;3e+05;5;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;2;2
525790;237;3;1;3;102.646710975924;7;1;1;;1;;;;;;60000;5;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
525817;237;1;1;1;79.3537797529258;8;1;1;;;;1;1;;;8e+05;3;1;4;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
525832;237;1;1;1;93.5499212188046;7;1;1;;1;;;;;;150000;3;1;3;1;;;;;;;2;2;1;2;2;2;;2;1;1;1;1;6;1;;;2
525921;237;1;1;1;248.773699446682;8;1;1;;;;;;;1;4e+05;5;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;4;2
525927;237;1;1;1;254.97475593757;8;1;1;;1;;;;;;4e+05;5;1;3;1;2;;;;;;2;2;2;1;2;2;;2;2;;;;;;;5;2
525933;237;1;1;1;220.308720655705;11;1;1;;1;;;;;;98;5;1;3;3;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;5;1
525936;237;1;1;1;235.280176408714;2;1;1;;1;;;;;;3e+05;5;1;3;1;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;3;2
525973;237;1;1;1;401.575923469871;12;1;1;;;1;;;;;3e+05;5;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
525981;237;1;1;1;357.964964932899;7;3;2;;;;;;;;98;4;1;2;3;2;;;;;;;1;;2;2;;;2;2;;;;;;;6;2
526009;237;1;1;1;327.828612402481;9;1;1;;;;;;1;;8e+05;5;1;4;3;2;;;;;;2;2;2;2;2;2;;2;1;1;1;1;6;1;;;2
526021;237;2;1;2;244.693177335062;2;1;1;;;;;;;1;99;5;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
526032;237;1;1;1;992.132319671393;2;2;1;;1;;;;;;60000;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
526095;237;3;1;3;46.1021363746984;7;2;2;;;;;;;;5e+06;4;1;3;1;2;;;;;;;2;;2;2;;;2;1;1;1;1;5;1;;;2
526097;237;3;1;3;43.0313951159272;8;3;2;;;;;;;;250000;4;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;4;2
526121;237;1;1;1;41.7163967820443;7;2;2;;;;;;;;2500000;4;1;3;3;2;;;;;;;1;;2;2;;;1;1;1;2;2;5;1;;;2
526162;237;2;1;2;46.9285601361246;8;1;1;;1;;;;;;110000;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
526199;237;2;1;2;326.576829268295;5;1;1;;;;;1;1;;1500000;5;1;4;1;2;;;;;;2;2;2;2;1;2;;2;2;;;;;;;3;2
526245;237;1;1;1;57.8833476716733;12;1;1;;;;1;;;;4e+06;4;2;3;1;2;;;;;;2;2;2;2;2;1;;2;1;1;2;2;6;2;2;;2
526321;237;1;1;1;62.3446127859929;4;1;1;;;;;1;;;32000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
526344;237;1;1;1;68.5183577674461;9;1;1;;;;;;;1;6e+05;4;2;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
526384;237;1;1;1;79.3499995136214;9;1;1;1;;;;;;;8e+05;5;1;3;3;2;;;;;;2;2;2;2;2;2;;2;1;1;2;2;2;2;4;;2
526437;237;1;1;1;72.7308242202893;7;1;1;;;;;;;1;99;4;1;9;1;2;;;;;;2;2;2;2;2;2;;2;1;1;4;;4;;;;2
526450;237;1;1;1;45.0767166870121;6;1;1;;1;;;;;;99;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
526470;237;1;1;1;58.8941937780587;9;3;2;;;;;;;;1e+06;2;1;2;1;1;2;1;2;1;2;;2;;2;2;;;2;2;;;;;;;3;2
526481;237;1;1;1;52.3212666992465;2;1;1;;1;;;;;;98;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
526483;237;1;1;1;59.7667725602245;6;1;1;;1;;;;;;280000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
526489;237;1;1;1;65.8180035239217;6;1;1;;;;;1;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;2;;1;1;1;4;;1;;;;2
526523;237;2;1;2;110.804944874902;9;2;1;;1;;;;;;2e+05;4;1;4;3;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
526524;237;1;1;1;108.802148386074;2;3;1;1;1;;;;;1;2e+05;4;1;4;4;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
526525;237;1;1;1;124.517257528114;3;1;1;;1;;;;1;;1e+06;1;1;4;3;2;;;;;;2;2;2;1;2;2;;2;2;;;;;;;2;2
526541;237;1;1;1;62.7521549513972;12;1;1;;1;;;;;;220000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
526566;237;1;1;1;1325.14489883531;11;1;1;;;;;1;;;150000;3;2;3;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
526598;237;1;1;1;327.941088390893;11;2;2;;;;;;;;99;2;1;4;2;2;;;;;;;2;;2;2;;;2;1;1;2;2;2;2;4;;2
526613;237;1;1;1;314.008425757185;2;2;1;;1;;;;;;15000;5;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
526631;237;1;1;1;322.879028041788;3;1;1;;1;;;;;;350000;5;1;2;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
526632;237;1;1;1;314.481858194826;2;1;1;1;;;;;;;4e+05;5;1;1;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
526686;237;2;1;2;339.684651399771;9;2;2;;;;;;;;99;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;2;;;;;;;3;2
526689;237;1;1;1;293.833967449465;8;2;2;;;;;;;;7300000;4;1;1;4;2;;;;;;;2;;1;2;;;1;1;1;2;2;5;1;;;2
526883;237;3;1;3;38.0926569654508;1;2;2;;;;;;;;7e+06;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;1;1;3;2;2;1;;;1
526897;237;1;1;1;46.0585205280595;8;1;1;1;;;;;;;8e+05;3;1;9;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
527162;237;1;1;1;732.270289725397;8;3;2;;;;;;;;70000;4;1;4;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
527169;237;1;1;1;289.029760523178;6;2;2;;;;;;;;2200000;2;1;2;5;2;;;;;;;2;;2;2;;2;2;1;1;1;2;1;2;1;;2
527204;237;1;1;1;3044.50137195769;6;3;2;;;;;;;;1e+05;4;1;1;2;2;;;;;;;2;;2;2;;2;2;2;;;;;;;5;2
527234;237;2;1;2;2095.78187555814;10;3;2;;;;;;;;1e+05;2;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;4;2
527266;237;1;1;1;1149.73987809495;6;1;1;;1;;;;;;250000;3;1;4;1;;;;;;;1;2;1;2;2;2;;2;1;1;4;;1;;;;2
527295;237;1;1;1;983.213617740569;3;3;2;;;;;;;;6e+05;5;1;9;4;9;;;;;;;1;;2;2;;;2;2;;;;;;;6;2
527319;237;1;1;1;979.451147926706;3;1;1;;1;;;1;;;2e+06;3;1;1;1;;;;;;;1;2;2;2;2;2;;2;2;;;;;;;4;2
527335;237;3;1;3;60.3087310438454;3;3;2;;;;;;;;350000;2;1;3;1;1;2;1;2;2;2;;2;;1;2;;;1;1;1;2;2;2;1;;;1
527339;237;1;1;1;78.0602972668807;3;1;1;;1;;;;;;250000;5;1;2;1;2;;;;;;2;2;2;2;2;2;;2;1;1;2;2;3;1;;;1
527351;237;1;1;1;72.9783515170999;6;1;1;;1;;;;;;3e+05;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
527363;237;1;1;1;142.814504776836;6;1;1;;1;;;;;;4e+05;5;1;4;1;2;;;;;;2;2;2;2;2;2;2;2;1;1;1;1;1;1;;;2
527581;237;1;1;1;98.7414277149047;9;1;1;;;;;;;1;60000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
527582;237;1;1;1;93.5499212188046;12;1;1;;1;;;;;;120000;4;1;3;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
527583;237;1;1;1;72.5762520213666;3;1;1;1;;;;;;;98;5;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
527661;237;1;1;1;302.831573167009;12;1;1;;1;;;1;;;1e+06;5;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
527666;237;1;1;1;261.978561790288;6;1;1;;1;;;;;;2e+06;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;1;2
527669;237;1;1;1;338.820634641507;11;2;1;;1;;;;;;20000;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
527670;237;2;1;2;248.773699446682;9;2;1;;1;;;;;;30000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
527671;237;2;1;2;193.629402510043;10;2;2;;;;;;;;3e+06;4;1;4;1;2;;;;;;;2;;1;2;;;1;1;1;1;2;5;1;;;2
527679;237;1;1;1;257.182453860357;2;2;1;;1;;;;;;18000;4;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
527681;237;1;1;1;246.277340829534;6;1;1;;;;;;;1;180000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
527685;237;1;1;1;276.065345813144;11;1;1;;1;;;;;;6e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
527685;237;2;1;2;276.065345813144;6;1;1;;1;;;;;;4e+05;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
527715;237;1;1;1;585.261251132746;7;3;2;;;;;;;;80000;4;1;4;1;2;;;;;;;2;;2;2;;2;2;2;;;;;;;4;1
527767;237;2;1;2;47.7786522966842;6;2;2;;;;;;;;1200000;4;1;3;1;2;;;;;;;1;;1;2;;;2;2;;;;;;;3;2
527814;237;1;1;1;38.2703273337844;9;1;1;;1;;;;;;150000;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
527840;237;3;1;3;42.1890007527107;6;3;2;;;;;;;;80000;2;1;4;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;7;2
527852;237;1;1;1;40.7714317465757;7;2;2;;;;;;;;99;4;1;2;2;2;;;;;;;2;;2;2;;;2;1;1;1;1;5;2;3;;2
527913;237;1;1;1;456.428916918427;8;2;1;;;;;1;;;30000;4;1;4;1;2;;;;;;2;2;2;2;2;1;2;2;2;;;;;;;7;2
527958;237;3;1;3;57.535904227749;10;1;1;;1;;;;;;45000;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
528002;237;1;1;1;67.9021264924256;12;1;1;;;;;;1;;3e+05;5;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
528003;237;1;1;1;63.2617027698645;6;2;1;;1;;;;;;15000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
528016;237;1;1;1;62.3446127859929;8;1;1;;;;;;1;;350000;5;1;3;2;2;;;;;;2;2;2;2;2;1;;2;1;1;4;;2;;;;2
528098;237;1;1;1;79.3499995136214;4;1;1;;;;;1;;;30000;4;1;9;4;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
528129;237;1;1;1;69.2922894616058;4;1;1;1;;;;;;;350000;4;1;4;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
528236;237;1;1;1;58.1395250588061;12;2;1;;1;;;;;;60000;4;1;4;4;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
